,Título,Zona,Precio,M2,Habitaciones,Baños,Terraza,Amueblado,Parking,Link,Latitud,Longitud,idZona,TerrazaBin
10372,Alquiler piso en Gòtic Barcelona,Gòtic,1050.0,75.0,3,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-gotic-barcelona-i27861003930187.htm?pag=664&f=&geo=p&from=list&lo=55,41.3861722,2.1748308,02,0
10373,Alquiler loft en al lado de la estación de tren loft moderno en sarria en Barcelona,Sarrià,1200.0,50.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-loft-moderno_en_sarria_al_lado_de_la_estacion_de_tren_sn_sarria-barcelona-i5612003067600.htm?pag=667&f=&geo=p&from=list&lo=55,41.3983878489,2.1230620212,23,0
10374,Alquiler piso  en alquiler calle bruc en Dreta de l´Eixample Barcelona,Dreta de l´Eixample,950.0,50.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_calle_bruc_dreta_de_l_eixample-barcelona-i20028003375572.htm?pag=667&f=&geo=p&from=list&lo=55,41.39068725,2.17414757,07,0
10375,Alquiler piso excelente piso andar alto en Tres Torres en Barcelona,Tres Torres,1550.0,95.0,3,2,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-excelente_andar_alto_en_tres_torres_tres_torres-barcelona-i8166003781062.htm?pag=667&f=&geo=p&from=list&lo=55,41.392556,2.130488,24,0
10376,Alquiler piso en carrer cabres piso muy bonito en el centro plaza cataluña en Barcelona,Raval,990.0,80.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-muy_bonito_en_el_centro_plaza_cataluna_calle_cabres_9_raval-barcelona-i500004071333.htm?pag=665&f=&geo=p&from=list&lo=55,41.3813326,2.1720964,01,0
10377,Alquiler piso lujoso piso en el cuadrado de oro del eixample en Barcelona,Dreta de l´Eixample,2450.0,156.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-lujoso_en_el_cuadrado_de_oro_del_eixample_dreta_de_l_eixample-barcelona-i8166003780981.htm?pag=667&f=&geo=p&from=list&lo=55,41.3984,2.166033,07,0
10379,Alquiler piso magnífico piso reformado con vistas en Sarrià en Barcelona,Sarrià,1650.0,120.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-magnifico_reformado_con_vistas_en_sarria_sarria-barcelona-i8166003780402.htm?pag=667&f=&geo=p&from=list&lo=55,41.399653,2.120353,23,0
10380,Alquiler piso acogedor piso 2 hab amueblado y totalmente equipado en Barcelona,Putget - Farró,950.0,45.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-acogedor_2_hab_amueblado_y_totalmente_equipado_putget_farro-barcelona-i24152003814507.htm?pag=660&f=&geo=p&from=list&lo=55,41.40712,2.13985,27,0
10381,Alquiler ático exclusivo ático de lujo con gran terraza en Barcelona,Esquerra Alta de l´Eixample,1600.0,55.0,1,1,nan,,,https://www.habitaclia.com/alquiler-atico-exclusivo_de_lujo_con_gran_terraza_esquerra_alta_de_l_eixample-barcelona-i8166003776516.htm?pag=667&f=&geo=p&from=list&lo=55,41.3877,2.14554,08,0
10382,Alquiler piso espectacular ático en paseo de gracia en alquiler en Barcelona,Dreta de l´Eixample,10000.0,180.0,3,3,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-espectacular_atico_en_paseo_de_gracia_en_dreta_de_l_eixample-barcelona-i4737003791281.htm?pag=666&f=&geo=p&from=list&lo=55,41.3921,2.16574,07,0
10383,Alquiler piso majestuoso piso en alquiler en Dreta de l´Eixample Barcelona,Dreta de l´Eixample,2500.0,230.0,7,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-majestuoso_en_dreta_de_l_eixample-barcelona-i28752000000112.htm?pag=666&f=&geo=p&from=list&lo=55,41.38609,2.17085,07,0
10384,Alquiler piso junto avenida diagonal en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,860.0,65.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-junto_avenida_diagonal_sant_gervasi_galvany-barcelona-i3050002244607.htm?pag=666&f=&geo=p&from=list&lo=55,41.3949749602,2.1557367539,26,0
10386,Alquiler ático pl. vallvidrera en Vallvidrera - Tibidabo - Les Planes Barcelona,Vallvidrera - Tibidabo - Les Planes,840.0,49.0,1,1,Terraza 14 m,,Sin plaza parking,https://www.habitaclia.com/alquiler-atico-pl_vallvidrera_vallvidrera_tibidabo_les_planes-barcelona-i36054000000022.htm?pag=666&f=&geo=p&from=list&lo=55,41.413124,2.104498,22,1
10387,"Alquiler piso amplio piso de 3 habitaciones, 2 dobles y una individual. en Barcelona",Sants,890.0,88.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-amplio_de_3_habitaciones_2_dobles_y_una_individual_sants-barcelona-i3974003523956.htm?pag=666&f=&geo=p&from=list&lo=55,41.38038,2.13148,18,0
10388,Alquiler apartamento impresionante apartamento cerca de plaza españa en Barcelona,Sants,10038.0,65.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-impresionante_cerca_de_plaza_espana_sants-barcelona-i30466000005801.htm?pag=668&f=&geo=p&from=list&lo=55,41.375187,2.1400515,18,0
10390,Alquiler apartamento moderno y espacioso apartamento en Barcelona,Sant Antoni,1451.0,75.0,3,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-moderno_y_espacioso_en_sant_antoni-barcelona-i30466000004052.htm?pag=668&f=&geo=p&from=list&lo=55,41.3772631,2.1623597,10,0
10391,Alquiler apartamento loft ii en Sants Barcelona,Sants,1200.0,35.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-loft_ii_en_sants-barcelona-i30466000003020.htm?pag=668&f=&geo=p&from=list&lo=55,41.3737831,2.137151,18,0
10392,"Alquiler piso  90 m² , en Esquerra Alta de l´Eixample Barcelona",Esquerra Alta de l´Eixample,995.0,90.0,3,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-90_m2_en_esquerra_alta_de_l_eixample-barcelona-i2179003842646.htm?pag=669&f=&geo=p&from=list&lo=55,41.3908849,2.1489188,08,0
10394,Alquiler ático en La Verneda - La Pau Barcelona,La Verneda - La Pau,850.0,65.0,3,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-atico-la_verneda_la_pau-barcelona-i12895004050445.htm?pag=669&f=&geo=p&from=list&lo=55,41.42400998,2.2021098277,73,0
10395,Alquiler apartamento luminoso apartamento en la parte alta en Barcelona,Camp de l´Arpa,2290.0,79.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-luminoso_en_la_parte_alta_de_camp_de_l_arpa-barcelona-i30466000001336.htm?pag=666&f=&geo=p&from=list&lo=55,41.4092676,2.1842522,64,0
10396,Alquiler piso  con 3 habitaciones con ascensor en Barcelona,Sant Antoni,980.0,75.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_sant_antoni-barcelona-i30853000000151.htm?pag=669&f=&geo=p&from=list&lo=55,41.38079,2.16244,10,0
10397,Alquiler loft  corazón de gracia en Vila de Gràcia Barcelona,Vila de Gràcia,875.0,80.0,1,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-loft-corazon_de_gracia_vila_de_gracia-barcelona-i15102003884818.htm?pag=669&f=&geo=p&from=list&lo=55,41.4073612561,2.1598963081,31,0
10398,"Alquiler piso  arizala 55m2, 1 hab, 1bñ en Sant Ramon - Maternitat Barcelona",Sant Ramon - Maternitat,875.0,55.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-arizala_55m2_1_hab_1bn_sant_ramon_maternitat-barcelona-i586001481231.htm?pag=669&f=&geo=p&from=list&lo=55,41.3778489492,2.1237635772,20,0
10400,Alquiler piso cerca del palau de la música en St. Pere - Sta. Caterina - El Born Barcelona,St. Pere - Sta. Caterina - El Born,600.0,39.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-cerca_del_palau_de_la_musica_st_pere_sta_caterina_el_born-barcelona-i24451000000089.htm?pag=669&f=&geo=p&from=list&lo=55,41.3901978,2.18012,04,0
10401,Alquiler piso  en alquiler en calle provença en Barcelona,Esquerra Alta de l´Eixample,1250.0,92.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-en_en_calle_provenca_esquerra_alta_de_l_eixample-barcelona-i30287000000299.htm?pag=669&f=&geo=p&from=list&lo=55,41.3895710004,2.1541951048,08,0
10402,Alquiler piso en Esquerra Alta de l´Eixample Barcelona,Esquerra Alta de l´Eixample,1200.0,140.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-esquerra_alta_de_l_eixample-barcelona-i29942000000020.htm?pag=669&f=&geo=p&from=list&lo=55,41.3856288148,2.1434079,08,0
10403,Alquiler apartamento en carrer sant pau centrico y fantastico apartamento 5 habitaciones en Barcelona,Raval,1199.0,90.0,5,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-apartamento-centrico_y_fantastico_5_habitaciones_calle_sant_pau_128_raval-barcelona-i500003527656.htm?pag=669&f=&geo=p&from=list&lo=55,41.3755357,2.1678932,01,0
10404,Alquiler piso vistas impresionantes en Vila de Gràcia Barcelona,Vila de Gràcia,2499.0,100.0,2,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-vistas_impresionantes_vila_de_gracia-barcelona-i5947004040521.htm?pag=666&f=&geo=p&from=list&lo=55,41.3941671,2.1627486,31,0
10406,Alquiler apartamento  acogedor y original de 3 dormitorios en Barcelona,Font de la Guatlla,1250.0,70.0,3,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-acogedor_y_original_de_3_dormitorios_font_de_la_guatlla-barcelona-i30466000003685.htm?pag=670&f=&geo=p&from=list&lo=55,41.3698708,2.1427418,14,0
10407,Alquiler apartamento piso muy tranquilo en el barrio del eixample en Barcelona,Sant Antoni,1760.0,65.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-piso_muy_tranquilo_en_el_barrio_del_eixample_sant_antoni-barcelona-i30466000004955.htm?pag=670&f=&geo=p&from=list&lo=55,41.3817878,2.161642,10,0
10408,Alquiler piso  con 3 habitaciones con ascensor y calefacción en Barcelona,Esquerra Alta de l´Eixample,1100.0,70.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_ascensor_y_calefaccion_esquerra_alta_de_l_eixample-barcelona-i30853000000116.htm?pag=669&f=&geo=p&from=list&lo=55,41.39096,2.14523,08,0
10409,Alquiler ático exclusivo atico reformado en Tres Torres Barcelona,Tres Torres,1550.0,90.0,3,2,Balcón / Terraza 5 m,Amueblado ,Plaza parking ,https://www.habitaclia.com/alquiler-atico-exclusivo_reformado_tres_torres-barcelona-i2876004066820.htm?pag=666&f=&geo=p&from=list&lo=55,41.394544449099996,2.1296089051,24,1
10410,Alquiler piso  reformado en alquiler en el born en Barcelona,St. Pere - Sta. Caterina - El Born,1463.0,120.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-reformado_en_en_el_born_st_pere_sta_caterina_el_born-barcelona-i4737003790312.htm?pag=670&f=&geo=p&from=list&lo=55,41.3858,2.17671,04,0
10411,Alquiler piso  2 habitaciones reformado y amueblado en Barcelona,Raval,950.0,75.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-2_habitaciones_reformado_y_amueblado_raval-barcelona-i3974003523814.htm?pag=671&f=&geo=p&from=list&lo=55,41.37705,2.17516,01,0
10412,"Alquiler estudio clot, 1h,ext,asc,balcón en Navas Barcelona",Navas,650.0,40.0,1,1,Balcón / Terraza 2 m,,Sin plaza parking,https://www.habitaclia.com/alquiler-estudio-clot_1h_ext_asc_balcon_navas-barcelona-i4974003999983.htm?pag=666&f=&geo=p&from=list&lo=55,41.4141616,2.1906419,63,1
10413,Alquiler apartamento piso situado muy cerca del museo macba en Barcelona,Raval,1540.0,50.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-piso_situado_muy_cerca_del_museo_macba_raval-barcelona-i30466000004894.htm?pag=670&f=&geo=p&from=list&lo=55,41.3827727,2.1646872,01,0
10414,"Alquiler piso  funcional en la calle francolí, al lado metro pádua en Barcelona",Putget - Farró,1175.0,65.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-funcional_en_la_calle_francoli_al_lado_metro_padua_putget_farro-barcelona-i4737003785808.htm?pag=671&f=&geo=p&from=list&lo=55,41.4036,2.14591,27,0
10415,Alquiler piso  en alquiler en la calle madrazo en Barcelona,Sant Gervasi - Galvany,1600.0,145.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_en_la_calle_madrazo_sant_gervasi_galvany-barcelona-i2969004018695.htm?pag=669&f=&geo=p&from=list&lo=55,41.3999573948,2.1488767389,26,0
10416,Alquiler apartamento  en paseo de gracia en Barcelona,Dreta de l´Eixample,4041.0,70.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-en_paseo_de_gracia_dreta_de_l_eixample-barcelona-i30466000001965.htm?pag=671&f=&geo=p&from=list&lo=55,41.3932376,2.1643268,07,0
10417,"Alquiler piso  con 5 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",Dreta de l´Eixample,4150.0,304.0,5,4,nan,,,https://www.habitaclia.com/alquiler-piso-con_5_habitaciones_con_ascensor_calefaccion_y_aire_acondic_dreta_de_l_eixample-barcelona-i13456000000030.htm?pag=672&f=&geo=p&from=list&lo=55,41.39187,2.17616,07,0
10418,Alquiler apartamento  nuevo a estrenar en Barcelona,Camp de l´Arpa,1000.0,70.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-apartamento-nuevo_a_estrenar_camp_de_l_arpa-barcelona-i35108000000004.htm?pag=669&f=&geo=p&from=list&lo=55,41.40813,2.18308,64,0
10419,"Alquiler piso  a una calle del metro clot, 2 dormitorios, ascensor en Barcelona",Camp de l´Arpa,784.0,58.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-a_una_calle_del_metro_clot_2_dormitorios_ascensor_camp_de_l_arpa-barcelona-i29160000000211.htm?pag=672&f=&geo=p&from=list&lo=55,41.40956,2.18421,64,0
10420,Alquiler piso amplio estudio en una ubicación privilegiada en passeig de gracia en Barcelona,Dreta de l´Eixample,880.0,50.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-amplio_estudio_en_una_ubicacion_privilegiada_en_passeig_de_graci_dreta_de_l_eixample-barcelona-i20028003375602.htm?pag=672&f=&geo=p&from=list&lo=55,41.389847349600004,2.1694374331999997,07,0
10421,Alquiler piso  en alquiler en Font de la Guatlla Barcelona,Font de la Guatlla,825.0,73.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_font_de_la_guatlla-barcelona-i4455003748981.htm?pag=671&f=&geo=p&from=list&lo=55,41.368824,2.143246,14,0
10422,Alquiler piso  en alquiler en Pedralbes en Pedralbes Barcelona,Pedralbes,2300.0,145.0,4,2,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-en_en_pedralbes_pedralbes-barcelona-i715002180725.htm?pag=672&f=&geo=p&from=list&lo=55,41.390954,2.127187,21,0
10424,Alquiler piso en granvia piso muy soleado en El Clot Barcelona,El Clot,825.0,80.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-muy_soleado_granvia_1008_el_clot-barcelona-i1225004055219.htm?pag=672&f=&geo=p&from=list&lo=55,41.4117158,2.1990864,65,0
10425,Alquiler piso en Raval Barcelona,Raval,800.0,49.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-raval-barcelona-i5027004047246.htm?pag=672&f=&geo=p&from=list&lo=55,0.0,0.0,01,0
10426,Alquiler apartamento verdi - gracia en La Salut Barcelona,La Salut,690.0,40.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-verdi_gracia_la_salut-barcelona-i586004081637.htm?pag=672&f=&geo=p&from=list&lo=55,41.411248699,2.1491749785,30,0
10427,Alquiler apartamento elegante y moderno apartamento de 2 dormitorios. en Barcelona,Poblenou,2335.0,65.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-elegante_y_moderno_de_2_dormitorios_poblenou-barcelona-i30466000003624.htm?pag=671&f=&geo=p&from=list&lo=55,41.4030459,2.2006738,68,0
10428,Alquiler piso maravilloso piso temporal cerca de plaza españa en Barcelona,Hostafrancs,1100.0,74.0,3,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-maravilloso_temporal_cerca_de_plaza_espana_hostafrancs-barcelona-i8166003780854.htm?pag=672&f=&geo=p&from=list&lo=55,41.375067,2.144573,15,0
10429,Alquiler piso valència 574 (independència) en Camp de l´Arpa Barcelona,Camp de l´Arpa,1035.0,64.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-valencia_574_independencia_camp_de_l_arpa-barcelona-i36054000000018.htm?pag=675&f=&geo=p&from=list&lo=55,41.407908,2.183848,64,0
10430,Alquiler piso  reformado para entrar en Sant Ramon - Maternitat Barcelona,Sant Ramon - Maternitat,850.0,73.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-reformado_para_entrar_sant_ramon_maternitat-barcelona-i2314004024151.htm?pag=675&f=&geo=p&from=list&lo=55,41.3784150697,2.1238855841,20,0
10431,"Alquiler piso espectacular piso en alquiler con muebles en calle mandri cerca del paseo de la bonanova.el piso tiene 3 habitaciones dobles una de ellas en suite, 2 baños completos con plato de ducha y bañera de hidromasaje, cocina tipo office equipada con todos los ele en Barcelona",Sant Gervasi - Bonanova,2900.0,178.0,3,2,nan,Amueblado ,Plaza parking ,https://www.habitaclia.com/alquiler-piso-espectacular_en_con_muebles_en_calle_mandri_cerca_sant_gervasi_bonanova-barcelona-i5903001748053.htm?pag=675&f=&geo=p&from=list&lo=55,41.4049013,2.1322559,25,0
10432,Alquiler dúplex duplex en zona excelente con espacios abiertos en Barcelona,Sant Gervasi - Galvany,1390.0,89.0,2,2,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-duplex-en_zona_excelente_de_con_espacios_abiertos_sant_gervasi_galvany-barcelona-i19144000000017.htm?pag=672&f=&geo=p&from=list&lo=55,41.39948,2.14815,26,0
10433,Alquiler piso trav. dalt 124 (alegre de dalt) en La Salut Barcelona,La Salut,850.0,66.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-trav_dalt_124_alegre_de_dalt_la_salut-barcelona-i36054000000061.htm?pag=675&f=&geo=p&from=list&lo=55,41.41187,2.158953,30,0
10434,Alquiler piso rda. Guinardó 231 (maragall) en Guinardó Barcelona,Guinardó,800.0,73.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-rda_guinardo_231_maragall_guinardo-barcelona-i36054000000021.htm?pag=675&f=&geo=p&from=list&lo=55,41.422586,2.177085,43,0
10435,Alquiler piso  reformado con balcón y patio. en Barcelona,Esquerra Alta de l´Eixample,990.0,70.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-reformado_con_balcon_y_patio_esquerra_alta_de_l_eixample-barcelona-i33509000000004.htm?pag=666&f=&geo=p&from=list&lo=55,41.38872,2.15872,08,0
10436,Alquiler piso  muy luminoso en el corazón de la ciudad en Barcelona,Gòtic,850.0,57.0,2,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-muy_luminoso_en_el_corazon_de_la_ciudad_gotic-barcelona-i531205768244.htm?pag=675&f=&geo=p&from=list&lo=55,41.379582,2.175862,02,0
10437,Alquiler piso luminoso y reformado en turó parc en Barcelona,Sant Gervasi - Galvany,3250.0,155.0,4,3,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-luminoso_y_reformado_en_turo_parc_sant_gervasi_galvany-barcelona-i8166003779735.htm?pag=675&f=&geo=p&from=list&lo=55,41.394602,2.137314,26,0
10438,Alquiler apartamento encantador 2 habitaciones en Sant Antoni en Barcelona,Sant Antoni,1800.0,70.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-encantador_2_habitaciones_en_sant_antoni_sant_antoni-barcelona-i30466000004984.htm?pag=673&f=&geo=p&from=list&lo=55,41.3771962,2.163029,10,0
10440,Alquiler apartamento  de una hab. liceo con balcon en Barcelona,Raval,4000.0,45.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-de_una_hab_liceo_con_balcon_raval-barcelona-i30466000005620.htm?pag=673&f=&geo=p&from=list&lo=55,41.3787714,2.1718411,01,0
10443,Alquiler apartamento  en gracia nova- wifi gratuito en Barcelona,Camp d´en Grassot - Gràcia N.,1218.0,48.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-en_gracia_nova_wifi_gratuito_camp_d_en_grassot_gracia_n-barcelona-i30466000005940.htm?pag=673&f=&geo=p&from=list&lo=55,41.4083961,2.1652479,32,0
10444,Alquiler apartamento  en gracia- wifi gratuito en Barcelona,Camp d´en Grassot - Gràcia N.,1117.0,48.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-en_gracia_wifi_gratuito_camp_d_en_grassot_gracia_n-barcelona-i30466000005856.htm?pag=673&f=&geo=p&from=list&lo=55,41.4083961,2.1652479,32,0
10445,Alquiler apartamento se alquila estudio amueblado exterior. en Barcelona,Sant Ramon - Maternitat,750.0,30.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-se_alquila_estudio_amueblado_exterior_sant_ramon_maternitat-barcelona-i30466000004358.htm?pag=673&f=&geo=p&from=list&lo=55,41.3767492,2.1143776,20,0
10446,Alquiler apartamento loft en el centro en Gòtic Barcelona,Gòtic,1715.0,75.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-loft_en_el_centro_gotic-barcelona-i30466000004079.htm?pag=673&f=&geo=p&from=list&lo=55,41.3837392,2.1733562,02,0
10448,Alquiler apartamento liceu con balcon 51 en Raval Barcelona,Raval,1650.0,45.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-liceu_con_balcon_51_raval-barcelona-i30466000004249.htm?pag=673&f=&geo=p&from=list&lo=55,41.3787714,2.1718411,01,0
10449,"Alquiler piso en general mitre 210 zona mitre /balmes/ lesseps. piso amueblado con una habitación doble con baño, y una habitación vestidor, 
finca con conserje y dos ascensores, alto estanding, en Barcelona",Putget - Farró,700.0,47.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-zona_mitre_balmes_lesseps_amueblado_con_una_habitacion_d_general_mitre_210_putget_farro-barcelona-i4728000000032.htm?pag=672&f=&geo=p&from=list&lo=55,41.40556,2.14605,27,0
10450,Alquiler piso  en alquiler de 145 m2 en Tres Torres Barcelona,Tres Torres,1900.0,145.0,4,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_en_de_145_m2_tres_torres-barcelona-i28371003767775.htm?pag=677&f=&geo=p&from=list&lo=55,41.400984,2.124235,24,0
10451,Alquiler apartamento piso de un dormitorio con vistas a la sagrada familia en Barcelona,Dreta de l´Eixample,1100.0,60.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-piso_de_un_dormitorio_con_vistas_a_la_sagrada_familia_dreta_de_l_eixample-barcelona-i30466000005639.htm?pag=673&f=&geo=p&from=list&lo=55,41.400701,2.1720231,07,0
10452,Alquiler piso ideal estudiantes y familias en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,1200.0,100.0,4,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-ideal_estudiantes_y_familias_sant_gervasi_galvany-barcelona-i6301001015654.htm?pag=675&f=&geo=p&from=list&lo=55,41.4007844442,2.1445821880000002,26,0
10453,Alquiler piso cerca del palau de la música en St. Pere - Sta. Caterina - El Born Barcelona,St. Pere - Sta. Caterina - El Born,585.0,45.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-cerca_del_palau_de_la_musica_st_pere_sta_caterina_el_born-barcelona-i24451000000101.htm?pag=677&f=&geo=p&from=list&lo=55,41.3901176,2.18001223,04,0
10454,Alquiler piso moderno e impecable piso amueblado junto a 'plaça molina' en alquiler en Barcelona,Sant Gervasi - Galvany,1050.0,70.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-moderno_e_impecable_amueblado_junto_a_placa_molina_en_alq_sant_gervasi_galvany-barcelona-i9873002099179.htm?pag=674&f=&geo=p&from=list&lo=55,41.402782,2.144526,26,0
10455,Alquiler piso para entrar a vivir en Sant Antoni Barcelona,Sant Antoni,950.0,82.0,3,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-para_entrar_a_vivir_sant_antoni-barcelona-i28632004063230.htm?pag=674&f=&geo=p&from=list&lo=55,41.3798485482,2.1613620027000002,10,0
10456,Alquiler piso  en alquiler de 56 m2 en Sant Antoni Barcelona,Sant Antoni,690.0,56.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_en_de_56_m2_sant_antoni-barcelona-i29091000000365.htm?pag=677&f=&geo=p&from=list&lo=55,41.377216,2.163906,10,0
10457,"Alquiler apartamento alquiler temporal desde 3 hasta 11 meses.
disponible ahora.
este piso se encuentra en calle sant climent ,08001, , planta 3 de una finca. construido en el año 1965, que tiene 47 m2 de los cuales 45 m2 son útiles, amueblado y wifi incluido. en Barcelona",Raval,600.0,47.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-apartamento-temporal_desde_3_hasta_11_meses_disponible_ahora_es_raval-barcelona-i29487000002270.htm?pag=677&f=&geo=p&from=list&lo=55,41.3789828,2.1652475,01,0
10458,Alquiler piso en carrer sils en Gòtic Barcelona,Gòtic,750.0,40.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-calle_sils_4_gotic-barcelona-i35445004055462.htm?pag=674&f=&geo=p&from=list&lo=55,41.3783344,2.177705,02,0
10459,"Alquiler apartamento alquiler temporal desde 3 hasta 11 meses.
disponible ahora.
este piso se encuentra en calle sant climent ,08001, , planta 3 de una finca. construido en el año 1965, que tiene 47 m2 de los cuales 45 m2 son útiles, amueblado y wifi incluido. en Barcelona",Raval,600.0,47.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-apartamento-temporal_desde_3_hasta_11_meses_disponible_ahora_es_raval-barcelona-i29487000002277.htm?pag=677&f=&geo=p&from=list&lo=55,41.3789828,2.1652475,01,0
10460,Alquiler piso en carrer de tarragona 100 espectacular piso de 4 habitaciones en c/ tarragona. en Barcelona,Esquerra Baixa de l´Eixample,1700.0,106.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-espectacular_de_4_habitaciones_en_c_tarragona_calle_de_tarragona_100_esquerra_baixa_de_l_eixample-barcelona-i33028000000008.htm?pag=674&f=&geo=p&from=list&lo=55,41.37955,2.14409,09,0
10461,Alquiler apartamento  con ascensor y aire acondicionado en Barcelona,Gòtic,790.0,52.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-con_ascensor_y_aire_acondicionado_gotic-barcelona-i2241000000107.htm?pag=674&f=&geo=p&from=list&lo=55,41.38064,2.17439,02,0
10464,"Alquiler piso  120 m² , en Dreta de l´Eixample Barcelona",Dreta de l´Eixample,1400.0,120.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-120_m2_en_dreta_de_l_eixample-barcelona-i2179003842627.htm?pag=674&f=&geo=p&from=list&lo=55,41.38901,2.1703257,07,0
10466,Alquiler apartamento  amplio y luminoso en la rambla en Barcelona,Gòtic,1650.0,90.0,3,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-amplio_y_luminoso_en_la_rambla_gotic-barcelona-i30466000005335.htm?pag=674&f=&geo=p&from=list&lo=55,41.3794378,2.1750553,02,0
